plan_key,supplier,plan_name,meter_type,tariff_variant,hour,unit_rate_c_kwh,unit_rate_eur_kwh,rate_type,standing_charge_urban,standing_charge_rural,standing_charge_nightstorage,standing_charge_period,standing_charge_includes_vat,vat_included,vat_rate,weekendfree_start_time,weekendfree_end_time,nightstorage_start,nightstorage_end,nightstorage_rate,welcome_bonus,currency,rate_unit,has_feed_in_tariff,feed_in_type,feed_in_rate_c_kwh,reversion_tariff_name,source_verified,human_verified,rate_notes,tariff_url,website_url,source_retrieved_at,created_at,last_checked_at
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,7,32.32,0.3232,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,8,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,9,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,10,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,11,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,12,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,13,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,14,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,15,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,16,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,17,53.72,0.5372,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,18,53.72,0.5372,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,19,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,20,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,21,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,22,43.97,0.4397,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,post_promo,23,32.32,0.3232,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh); Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,0,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,1,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,2,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,3,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,4,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,5,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,6,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,7,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,8,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,9,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,10,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,11,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,12,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,13,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,14,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,15,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,16,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,17,42.97,0.42969999999999997,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,18,42.97,0.42969999999999997,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,19,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,20,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,21,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,22,35.18,0.3518,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Free Sunday Electricity Discount | Smart Meter | promo,Bord Gáis Energy,Smart Free Sunday Electricity Discount,Smart Meter,promo,23,25.85,0.2585,day_weekday,244.76,244.76,,yearly,True,True,9,09:00:00,17:00:00,,,,,EUR,c/kWh,False,,,Standard Tariff,True,True,"Day 08:00–23:00 ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00; Free time 09:00–17:00 SUN (0c/kWh), 20% unit rate discount.",https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcjlIAA,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Standard Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Standard Electricity Discount,Smart Meter,post_promo,0,32.81,0.3281,day_weekday,244.76,244.76,,yearly,True,True,9,,,,,,,EUR,c/kWh,True,microgen,18.5,Standard Tariff,True,True,Day 08:00–23:00 excl. Peak ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00 ; Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcYTIAY,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Standard Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Standard Electricity Discount,Smart Meter,post_promo,1,32.81,0.3281,day_weekday,244.76,244.76,,yearly,True,True,9,,,,,,,EUR,c/kWh,True,microgen,18.5,Standard Tariff,True,True,Day 08:00–23:00 excl. Peak ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00 ; Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcYTIAY,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
Bord Gáis Energy | Smart Standard Electricity Discount | Smart Meter | post_promo,Bord Gáis Energy,Smart Standard Electricity Discount,Smart Meter,post_promo,2,32.81,0.3281,day_weekday,244.76,244.76,,yearly,True,True,9,,,,,,,EUR,c/kWh,True,microgen,18.5,Standard Tariff,True,True,Day 08:00–23:00 excl. Peak ; Peak 17:00–19:00 Mon–Fri ; Night 23:00–08:00 ; Post promotional rates.,https://www.bordgaisenergy.ie/home/our-plans/a0pSh000000dcYTIAY,https://www.bordgaisenergy.ie,2026-03-12,2026-03-12,2026-04-08
